acceXmin,acceXmax,acceXmean,acceXstd,acceYmin,acceYmax,acceYmean,acceYstd,acceZmin,acceZmax,acceZmean,acceZstd,gXmin,gXmax,gXmean,gXstd,gYmin,gYmax,gYmean,gYstd,gZmin,gZmax,gZmean,gZstd,label
0.4,0.54,0.46735,0.02670286,-1.01,-0.79,-0.8818,0.041270769,10.1,10.6,10.3331,0.058836201,-0.17,0,-0.10625,0.022782288,0.03,0.09,0.0579,0.010778258,-0.02,0,-0.0112,0.00407961,1
0.71,0.86,0.79575,0.026513247,-1.28,-1.09,-1.177,0.031622777,10.11,10.54,10.29335,0.059124921,-0.19,-0.01,-0.1076,0.022953744,0.03,0.1,0.059,0.011027604,-0.02,0,-0.0111,0.004571047,1
0.67,0.86,0.76,0.039481565,-1.42,-1.1,-1.2441,0.064731296,10.07,10.53,10.2884,0.05963406,-0.19,0,-0.11115,0.023450525,0.02,0.1,0.06045,0.012042533,-0.02,0,-0.0114,0.004812045,1
0.61,0.8,0.70265,0.030514475,-1.54,-1.25,-1.40835,0.058065788,10.03,10.5,10.2637,0.064794302,-0.2,-0.01,-0.10695,0.029488052,0,0.1,0.05855,0.013723673,-0.03,0,-0.01255,0.005012296,1
0.54,0.77,0.69925,0.029755072,-1.59,-1.22,-1.39255,0.047890133,9.72,10.44,10.2598,0.073648356,-0.34,-0.04,-0.11165,0.03605938,0.03,0.18,0.06225,0.021205799,-0.05,-0.01,-0.0131,0.006754117,1
0.44,0.88,0.71375,0.057014831,-2.06,-0.54,-0.7298,0.290248481,9.92,10.73,10.34805,0.105400397,-0.32,0.3,-0.08795,0.079920171,-0.14,0.17,0.05385,0.033530568,-0.05,0.07,-0.0095,0.012267947,1
0.65,0.8,0.73305,0.028920225,-0.78,-0.52,-0.6542,0.045769358,10.08,10.64,10.3486,0.068619115,-0.19,-0.02,-0.1091,0.023257138,0.03,0.11,0.05895,0.01339007,-0.02,0,-0.0114,0.00425801,1
0.6,0.81,0.7256,0.0375592,-0.92,-0.61,-0.7312,0.046186861,10.07,10.68,10.3423,0.074998894,-0.26,-0.01,-0.1069,0.033526259,0.02,0.21,0.0595,0.020118993,-0.03,0,-0.0113,0.004405342,1
-0.29,0.14,-0.06825,0.103012111,-1.41,-0.4,-0.8677,0.277573314,10.02,10.53,10.2907,0.089338777,-0.28,0.12,-0.1106,0.075572455,0,0.17,0.0604,0.031380947,-0.02,0.01,-0.0118,0.006631734,0
-0.39,0.15,-0.10955,0.149928953,-1.39,-0.28,-0.8658,0.324665054,10.02,10.5,10.28935,0.086315289,-0.26,0.11,-0.09375,0.069234417,-0.02,0.13,0.0505,0.031475443,-0.34,0.01,-0.01395,0.023911426,0
-0.15,0.21,0.0245,0.097417663,-1.5,-0.84,-1.19775,0.20031743,10.07,10.47,10.269,0.070951891,-0.23,0.01,-0.09995,0.0480525,0.01,0.11,0.05435,0.02280742,-0.02,0,-0.0115,0.005909706,0
-1.06,1.05,-0.87545,0.163008146,-2.08,-1.35,-1.72655,0.202562969,9.9,10.28,10.09505,0.069622077,-0.2,0.06,-0.1018,0.050512549,0,0.11,0.05545,0.023485214,-0.04,0.05,-0.0111,0.012553003,0
-1.24,-0.51,-0.88955,0.094647176,-2.37,-1.33,-1.6977,0.181755012,9.65,10.36,10.10105,0.082549802,-0.28,0.12,-0.11145,0.055577349,-0.08,0.21,0.0612,0.041109732,-0.07,0.09,-0.0126,0.019211596,0
-1.06,-0.69,-0.89175,0.08256222,-1.81,-1.11,-1.444,0.175017587,9.98,10.3,10.1462,0.058700843,-0.21,0.03,-0.10525,0.045522511,0.01,0.12,0.0576,0.022399749,-0.03,0.01,-0.0116,0.007328611,0
-1.1,-0.82,-0.9779,0.06886437,-1.84,-1.33,-1.65015,0.14746255,9.94,10.24,10.0966,0.052288723,-0.19,-0.04,-0.11015,0.034662443,0.02,0.1,0.05925,0.018043429,-0.97,0,-0.0176,0.068032212,0
-0.24,0.14,-0.04855,0.10693255,-1.34,-0.35,-0.85715,0.306455465,10.07,10.57,10.29325,0.077491692,-0.25,0.07,-0.12525,0.064230564,0.02,0.11,0.0647,0.023099305,-0.02,0,-0.01345,0.00581088,0
-1.09,-0.81,-0.95155,0.063602863,-1.92,-1.36,-1.6157,0.145022992,9.94,10.24,10.11145,0.054665704,-0.21,0.01,-0.1078,0.036521626,0.01,0.11,0.05765,0.01798876,-0.03,0.01,-0.0125,0.006780848,0
-1.09,-0.84,-0.9722,0.054828742,-1.9,-1.44,-1.69035,0.126857565,9.92,10.22,10.0929,0.052701778,-0.2,0.01,-0.1042,0.033209552,0.01,0.09,0.0567,0.016658256,-0.03,0.01,-0.01165,0.006401751,0
-1.11,-0.82,-0.96635,0.06886136,-1.93,-1.38,-1.67765,0.142993754,9.95,10.22,10.0912,0.057349848,-0.2,0.02,-0.1134,0.034150715,0,0.11,0.06105,0.018222453,-0.02,0,-0.0124,0.006117772,0
-1.13,-0.86,-1.01345,0.063019479,-2.01,-1.45,-1.75835,0.137364927,9.9,10.23,10.07215,0.056859852,-0.2,0.03,-0.1023,0.035283632,-0.01,0.1,0.0557,0.018526363,-0.02,0.01,-0.0117,0.006582297,0
-1.16,-0.89,-1.0306,0.064920825,-2.03,-1.46,-1.77365,0.136816561,9.89,10.21,10.06915,0.056129584,-0.2,-0.03,-0.1144,0.034094754,0.02,0.11,0.06195,0.01729721,-0.03,0.01,-0.0124,0.006592214,0
-0.38,0.68,-0.06765,0.156420312,-1.69,-0.6,-1.3082,0.214353674,10.02,10.47,10.25135,0.077171593,-0.36,0.07,-0.1083,0.059233886,0,0.2,0.0619,0.033451232,-0.09,0.08,-0.01175,0.013798168,0
-1.15,-0.87,-1.00965,0.067357723,-1.99,-1.46,-1.73455,0.143284506,9.93,10.23,10.0771,0.060255653,-0.2,0.04,-0.10555,0.039055398,-0.01,0.11,0.05685,0.019505894,-0.03,0.01,-0.01205,0.006363961,0
-1.15,1.02,-1.0299,0.159042329,-2.03,-1.49,-1.8123,0.136921318,9.87,10.18,10.0575,0.058298745,-0.2,-0.01,-0.106,0.035684266,0.01,0.1,0.0577,0.017442223,-0.2,0.01,-0.0126,0.014978712,0
-1.16,-0.89,-1.0233,0.066204419,-2.05,-1.51,-1.79285,0.146576947,9.87,10.2,10.0642,0.060253735,-0.2,0.02,-0.1129,0.036389711,-0.01,0.1,0.06,0.018539649,-0.03,0.01,-0.0125,0.006854555,0
-1.16,-0.9,-1.0534,0.062746519,-2.1,-1.58,-1.8783,0.133669171,9.89,10.19,10.0445,0.057035209,-0.2,0.02,-0.1015,0.033815194,0,0.1,0.0549,0.016563871,-0.03,0.01,-0.01165,0.006708391,0
-1.16,-0.91,-1.0495,0.064549074,-2.1,-1.59,-1.8865,0.133712923,9.89,10.18,10.04155,0.054089982,-0.2,-0.02,-0.11525,0.032016602,0.01,0.1,0.0616,0.016363951,-0.03,0.01,-0.01265,0.006533832,0
-0.24,0.38,0.02735,0.134023464,-1.54,-0.39,-0.9447,0.3353284,9.97,10.61,10.28595,0.097846652,-0.27,0.16,-0.10485,0.084025466,-0.02,0.15,0.05175,0.031213924,-0.06,0.06,-0.01365,0.017684491,0
-1.17,-0.77,-1.00705,0.097309523,-2.12,-1.39,-1.81475,0.194633885,9.87,10.24,10.05945,0.068963595,-0.2,0.06,-0.097,0.042153107,-0.01,0.1,0.0528,0.02000402,-0.03,0.01,-0.0114,0.007437512,0
-1.03,-0.68,-0.87795,0.087725574,-2.04,-1.37,-1.78365,0.181213601,9.88,10.26,10.0862,0.066729485,-0.22,0.03,-0.11515,0.042461659,-0.01,0.24,0.05965,0.023604307,-0.03,0.01,-0.01295,0.008131921,0
-0.92,-0.63,-0.7853,0.078937097,-2.06,-1.38,-1.7148,0.180893817,9.89,10.28,10.1163,0.066402988,-0.21,0.06,-0.10295,0.046966229,0,0.11,0.05535,0.020906047,-0.02,0.01,-0.01195,0.006702396,0
-0.99,-0.29,-0.83195,0.076399489,-2.17,-1.55,-1.86905,0.121314399,8.39,10.25,10.0709,0.134273366,-0.19,0.08,-0.10815,0.04037609,-0.06,0.27,0.0613,0.027932258,-0.2,0.04,-0.0124,0.016842158,0
-0.39,0,-0.2078,0.103054652,-1.77,-0.98,-1.4196,0.231118843,10.01,10.42,10.22355,0.07468458,-0.23,0.04,-0.12035,0.054203947,0,0.11,0.06445,0.024509202,-0.03,0,-0.01185,0.006502995,0
-1.08,-0.56,-0.84155,0.081383128,-2.26,-1.35,-1.60935,0.169628851,9.93,10.37,10.1246,0.064386084,-0.26,0.09,-0.1065,0.059179906,-0.1,0.2,0.05825,0.040492415,-0.09,0.08,-0.01305,0.016387196,0
-1.03,-0.72,-0.9138,0.070494021,-2.06,-1.36,-1.76195,0.172226617,9.38,10.27,10.08565,0.081126352,-0.23,0.01,-0.10905,0.045308518,-0.06,0.21,0.05865,0.033001865,-1.22,0.03,-0.01865,0.086085604,0
-1.03,-0.75,-0.8929,0.066412674,-2.1,-1.55,-1.8237,0.14845032,9.91,10.23,10.07625,0.060645087,-0.2,0.03,-0.1112,0.039653778,0,0.1,0.05935,0.019415517,-0.03,0.01,-0.01225,0.007189992,0
-1,-0.71,-0.8602,0.075621113,-2.05,-1.39,-1.7801,0.16689897,9.9,10.25,10.0898,0.06271063,-0.21,0.05,-0.0991,0.039445784,-0.01,0.1,0.05325,0.018456454,-0.03,0.03,-0.0108,0.008349164,0
-1.31,-0.34,-0.77545,0.182064646,-2.37,-0.31,-1.4075,0.433104662,9.81,10.67,10.16345,0.144056792,-0.37,0.32,-0.092,0.100250941,-0.14,0.25,0.05645,0.060383178,-0.13,0.11,-0.0047,0.038225856,0
-1.01,1,-0.29865,0.244689687,-4.21,0.45,-1.257688442,0.372864537,8.57,10.78,10.2360804,0.185730101,-0.47,0.4,-0.119899497,0.104015296,-0.52,0.34,0.051005025,0.090670872,-0.12,0.15,-0.021658291,0.035258982,0
-0.11,0.27,0.0618,0.108857751,-1.47,-0.53,-1.08215,0.284726577,9.99,10.51,10.274,0.083069263,-0.25,0.08,-0.12115,0.066575815,0.01,0.11,0.0633,0.025184944,-0.02,0,-0.0131,0.005526546,0
-0.52,-0.05,-0.30745,0.10199516,-1.95,-1.13,-1.6094,0.205894641,10,10.35,10.1852,0.063680736,-0.22,0.06,-0.0971,0.048449217,0,0.12,0.05395,0.025300158,-0.08,0.03,-0.0127,0.01332659,0
-0.47,-0.1,-0.29715,0.092721973,-1.83,-1.16,-1.55285,0.197026584,9.99,10.4,10.19535,0.065814399,-0.24,-0.02,-0.11865,0.044841177,0.01,0.11,0.06365,0.021033056,-0.02,0,-0.0127,0.006074082,0
-0.43,-0.18,-0.3179,0.064819735,-1.82,-1.27,-1.59255,0.142066576,9.96,10.35,10.1867,0.054377334,-0.2,-0.01,-0.10675,0.039250996,0.02,0.11,0.05835,0.018668693,-0.03,0.03,-0.01125,0.006492168,0
