min,max,mean,std
-0.33,0.04,-0.07734999999999999,0.06934349357007126
-1.62,-1.34,-1.4718,0.05867686830746733
9.99,10.41,10.22015,0.07274570218184478
-0.18,0.01,-0.11115000000000003,0.028109218073498907
0.03,0.11,0.06340000000000001,0.014577465917052048
-0.03,0.01,-0.011000000000000001,0.005581736189974618
