min,max,mean,std
-0.33,-0.04,-0.19375,0.07689605004525794
-1.75,-1.13,-1.4545499999999998,0.17530962558890084
10.0,10.37,10.21845,0.058241375232258405
-0.19,0.02,-0.1014,0.043282872307367486
0.01,0.1,0.05530000000000001,0.01888633017122923
-0.02,0.0,-0.011699999999999999,0.004922515188284793
