min,max,mean,std
-1.4,1.1,-0.10039999999999999,0.331900027328567
-2.17,1.15,-1.1415,0.3514331748453887
9.62,10.62,10.25965,0.12363984615725208
-0.34,0.15,-0.11995000000000001,0.08125583086924443
-0.21,0.34,0.07400000000000001,0.06603638406288236
-0.1,0.09,-0.010250000000000002,0.028274275823915174
