min,max,mean,std
-0.23,0.12,-0.04479999999999999,0.1008105841137067
-1.33,-0.37,-0.8362999999999999,0.28976911620032525
10.04,10.55,10.29425,0.07737812592625451
-0.25,0.14,-0.10055,0.07360902760343746
0.0,0.11,0.0552,0.026083746070018895
-0.02,0.01,-0.01215,0.005835044018125942
