min,max,mean,std
-0.15,0.29,0.07185000000000001,0.11834740402814507
-1.54,-0.65,-1.0748,0.24960261884980978
10.03,10.5,10.28435,0.07687082096334008
-0.23,0.11,-0.10585000000000001,0.06272118650169897
-0.01,0.11,0.0576,0.029403449016575448
-0.03,0.01,-0.012849999999999999,0.0068271921581144245
