min,max,mean,std
-0.06,0.07,0.0027999999999999995,0.024518683266964575
-1.31,-1.13,-1.21995,0.03298389282558458
10.04,10.44,10.268149999999999,0.07035500432212216
-0.16,0.01,-0.1085,0.024117592986392454
0.02,0.09,0.05795,0.012533272301073822
-0.02,0.0,-0.012049999999999998,0.005237811887308876
