min,max,mean,std
-1.01,1.0,-0.29864999999999997,0.24468968656967918
-4.21,0.45,-1.2576884422110552,0.37286453712784356
8.57,10.78,10.23608040201005,0.18573010060446485
-0.47,0.4,-0.11989949748743718,0.10401529583394441
-0.52,0.34,0.051005025125628135,0.09067087208871241
-0.12,0.15,-0.021658291457286434,0.035258981506335635
