min,max,mean,std
-1.16,-0.89,-1.0306,0.06492082537860404
-2.03,-1.46,-1.7736500000000002,0.13681656097411565
9.89,10.21,10.06915,0.056129583561200305
-0.2,-0.03,-0.11440000000000003,0.034094754161110075
0.02,0.11,0.06195000000000001,0.017297209813628422
-0.03,0.01,-0.012400000000000001,0.006592214076633192
