min,max,mean,std
-0.55,-0.17,-0.3223,0.05366666146467301
-1.58,-1.39,-1.48095,0.03503906649590603
9.96,10.42,10.20245,0.06864443013781032
-0.19,-0.02,-0.10980000000000001,0.025793146999945626
0.02,0.2,0.06420000000000001,0.022647839259310763
-0.03,0.01,-0.011300000000000001,0.006520936517504724
