min,max,mean,std
-0.45,-0.21,-0.35729999999999995,0.04869874576614864
-1.84,-1.48,-1.6789,0.09819368615140181
10.01,10.32,10.1677,0.05257882333522294
-0.18,-0.01,-0.10725,0.030882131243661824
0.02,0.1,0.057350000000000005,0.014750095817762196
-0.02,0.0,-0.011699999999999999,0.005315191086067089
