min,max,mean,std
-0.21,0.4,0.0533,0.1609335516298606
-1.6,-1.0,-1.3418,0.15488287031685566
10.01,10.47,10.24945,0.07837673162553734
-0.17,0.0,-0.1114,0.026732247666940264
0.03,0.11,0.06045000000000002,0.01527955575665088
-0.02,0.01,-0.011850000000000001,0.005405887354584099
