min,max,mean,std
-0.33,-0.2,-0.254,0.025122813912746168
-1.52,-1.34,-1.4256,0.0293931930724611
10.02,10.4,10.21925,0.06295836943097431
-0.17,-0.03,-0.10800000000000001,0.021687594582940034
0.03,0.09,0.05915000000000001,0.013553449003832842
-0.02,0.0,-0.011350000000000002,0.00433259238608014
