min,max,mean,std
0.26,0.41,0.3386,0.025302988085009852
-1.16,-0.99,-1.0830499999999998,0.03355334011936559
10.06,10.53,10.2927,0.07348270914108686
-0.18,0.03,-0.1075,0.027850101269178855
0.02,0.09,0.05875000000000001,0.013259584567948308
-0.02,0.0,-0.0115,0.004675392655426072
