min,max,mean,std
-1.09,0.92,-0.19755000000000003,0.22163281123307393
-1.79,-0.59,-1.1488,0.32494693807268604
9.88,10.54,10.248099999999999,0.10257190148805065
-0.35,0.13,-0.11740000000000002,0.09751814674573969
-0.2,0.28,0.0656,0.08678304259711145
-0.12,0.07,-0.013900000000000001,0.020392874901143002
