min,max,mean,std
-0.06,0.09,0.022750000000000003,0.023143370063356098
-1.46,-1.28,-1.3657500000000002,0.029931874071416453
10.0,10.46,10.24585,0.06870136013516845
-0.18,0.01,-0.10890000000000002,0.02531787856188531
0.03,0.08,0.05875000000000001,0.011602178793822268
-0.02,0.0,-0.012000000000000002,0.005012547071170855
