min,max,mean,std
-0.48,0.13,-0.15725,0.1586213768885838
-1.77,-0.74,-1.3408499999999999,0.2630680548974689
9.87,10.63,10.23855,0.09294401784010257
-0.31,0.06,-0.11390000000000003,0.06635362853756005
-0.04,0.2,0.06215000000000002,0.04134518863320832
-0.06,0.04,-0.010549999999999999,0.016202161900538345
