min,max,mean,std
-0.05,0.08,0.011699999999999999,0.022012102655507106
-1.46,-1.27,-1.35335,0.033703965440763164
10.03,10.45,10.24895,0.06713368871739442
-0.18,0.01,-0.1087,0.02364541240152497
0.04,0.08,0.05860000000000001,0.009669929559642212
-0.02,0.0,-0.0121,0.005071350211218322
