min,max,mean,std
-0.11,0.12,0.005000000000000002,0.053481786689841326
-1.36,-1.21,-1.27925,0.030307262343434626
10.03,10.46,10.259549999999999,0.06926242790718495
-0.17,0.0,-0.10830000000000002,0.023298586236143497
0.02,0.09,0.058050000000000004,0.012183583154904075
-0.02,0.0,-0.0118,0.005376292645779741
