min,max,mean,std
-1.09,-0.68,-0.8367,0.09002573613044854
-2.02,-1.24,-1.5489999999999997,0.19975864834329377
9.9,10.31,10.1312,0.07012952840115817
-0.27,0.06,-0.10885,0.0579653119282099
-0.02,0.16,0.058100000000000006,0.028801695929965846
-0.06,0.01,-0.0138,0.01073012946762339
