min,max,mean,std
-1.03,-0.72,-0.9138,0.07049402127255813
-2.06,-1.36,-1.76195,0.1722266168096222
9.38,10.27,10.085650000000001,0.08112635160429131
-0.23,0.01,-0.10905000000000001,0.045308518062779614
-0.06,0.21,0.05865000000000001,0.03300186533482448
-1.22,0.03,-0.018649999999999996,0.08608560364996516
