ax,ay,az,gx,gy,gz
0.02,-1.27,10.25,-0.09,0.04,-0.01
-0.01,-1.17,10.23,-0.06,0.04,-0.01
0.03,-1.24,10.29,-0.11,0.08,-0.02
0.02,-1.19,10.14,-0.08,0.08,-0.01
0.0,-1.22,10.2,-0.11,0.08,-0.01
0.01,-1.3,10.41,-0.16,0.08,-0.02
0.0,-1.28,10.3,-0.1,0.05,-0.01
-0.05,-1.23,10.2,-0.1,0.07,-0.01
0.03,-1.21,10.24,-0.13,0.08,-0.01
0.03,-1.24,10.34,-0.13,0.07,-0.02
-0.05,-1.27,10.31,-0.11,0.06,-0.02
-0.05,-1.23,10.27,-0.11,0.06,-0.01
-0.02,-1.23,10.26,-0.12,0.06,-0.01
-0.01,-1.26,10.27,-0.13,0.07,-0.01
-0.03,-1.29,10.41,-0.16,0.07,-0.02
0.02,-1.22,10.04,-0.05,0.03,0.0
0.0,-1.26,10.29,-0.13,0.07,-0.02
0.0,-1.29,10.32,-0.12,0.05,-0.02
-0.01,-1.27,10.29,-0.09,0.05,-0.01
-0.06,-1.22,10.22,-0.09,0.05,-0.01
-0.01,-1.21,10.27,-0.12,0.06,-0.01
0.0,-1.25,10.27,-0.11,0.06,-0.01
-0.02,-1.25,10.24,-0.1,0.06,-0.01
-0.01,-1.24,10.23,-0.1,0.05,-0.01
0.0,-1.24,10.25,-0.09,0.04,-0.01
0.0,-1.24,10.24,-0.09,0.05,-0.01
0.02,-1.24,10.24,-0.1,0.05,-0.01
0.01,-1.24,10.27,-0.11,0.05,-0.01
0.01,-1.24,10.27,-0.11,0.05,-0.01
-0.01,-1.24,10.24,-0.1,0.05,-0.02
-0.01,-1.24,10.28,-0.11,0.05,-0.01
-0.01,-1.23,10.29,-0.11,0.05,-0.01
0.0,-1.22,10.26,-0.11,0.05,-0.02
0.0,-1.23,10.25,-0.1,0.05,-0.01
0.01,-1.22,10.24,-0.09,0.05,-0.01
0.0,-1.23,10.27,-0.12,0.06,-0.01
0.02,-1.26,10.31,-0.13,0.06,-0.01
0.04,-1.22,10.09,-0.02,0.03,0.0
-0.05,-1.23,10.43,-0.16,0.07,-0.02
0.02,-1.21,10.35,-0.14,0.09,-0.02
0.02,-1.2,10.07,-0.06,0.07,0.0
-0.01,-1.22,10.33,-0.14,0.08,-0.02
0.0,-1.31,10.4,-0.13,0.06,-0.02
0.0,-1.25,10.26,-0.09,0.06,-0.01
