ax,ay,az,gx,gy,gz
0.23,-0.87,10.32,-0.19,0.08,-0.02
0.23,-0.89,10.31,-0.2,0.09,-0.01
0.22,-0.88,10.3,-0.19,0.08,-0.01
0.21,-0.9,10.31,-0.18,0.08,-0.02
0.19,-0.95,10.31,-0.19,0.08,-0.02
0.17,-0.97,10.32,-0.2,0.08,-0.02
0.18,-0.98,10.31,-0.19,0.09,-0.02
0.19,-1.01,10.27,-0.16,0.08,-0.02
0.18,-1.04,10.31,-0.18,0.08,-0.02
0.19,-1.03,10.37,-0.19,0.09,-0.02
0.19,-1.03,10.1,-0.06,0.07,-0.01
0.14,-1.02,10.46,-0.21,0.07,-0.02
0.17,-1.05,10.42,-0.21,0.1,-0.02
0.12,-1.05,10.08,-0.1,0.09,-0.01
0.13,-1.14,10.37,-0.17,0.08,-0.01
0.11,-1.18,10.38,-0.19,0.07,-0.02
0.12,-1.13,10.23,-0.18,0.09,-0.02
0.14,-1.09,10.21,-0.2,0.11,-0.02
0.14,-1.13,10.28,-0.21,0.11,-0.02
0.12,-1.17,10.31,-0.2,0.1,-0.02
0.09,-1.21,10.29,-0.19,0.1,-0.02
0.08,-1.24,10.25,-0.18,0.1,-0.01
0.07,-1.29,10.24,-0.18,0.09,-0.01
0.05,-1.31,10.33,-0.2,0.11,-0.02
0.04,-1.28,10.26,-0.17,0.08,-0.01
0.02,-1.26,10.16,-0.12,0.07,-0.01
0.08,-1.31,10.32,-0.16,0.08,-0.02
0.03,-1.33,10.3,-0.14,0.08,-0.02
0.01,-1.34,10.31,-0.14,0.08,-0.01
0.01,-1.32,10.21,-0.14,0.07,-0.01
0.03,-1.33,10.28,-0.15,0.07,-0.01
0.04,-1.34,10.22,-0.13,0.07,-0.01
0.03,-1.33,10.22,-0.13,0.07,-0.01
0.02,-1.36,10.28,-0.13,0.07,-0.02
0.02,-1.37,10.25,-0.13,0.06,-0.01
0.01,-1.37,10.26,-0.13,0.07,-0.01
0.0,-1.35,10.26,-0.13,0.07,-0.01
0.0,-1.38,10.25,-0.13,0.07,-0.01
-0.01,-1.37,10.25,-0.13,0.07,-0.01
0.0,-1.38,10.25,-0.13,0.07,-0.01
0.03,-1.39,10.2,-0.13,0.06,-0.02
0.01,-1.4,10.26,-0.13,0.07,-0.02
0.01,-1.42,10.24,-0.13,0.06,-0.01
-0.01,-1.41,10.23,-0.13,0.06,-0.02
0.0,-1.4,10.2,-0.12,0.06,-0.01
0.01,-1.44,10.2,-0.1,0.06,-0.01
0.01,-1.41,10.22,-0.11,0.06,-0.01
0.0,-1.43,10.32,-0.13,0.07,-0.02
0.0,-1.41,10.18,-0.06,0.05,-0.01
-0.01,-1.35,10.27,-0.08,0.04,-0.01
0.0,-1.41,10.33,-0.12,0.07,-0.01
-0.03,-1.36,10.09,-0.02,0.06,0.0
0.01,-1.38,10.22,-0.05,0.05,0.0
0.01,-1.43,10.35,-0.09,0.04,-0.01
-0.02,-1.39,10.28,-0.08,0.04,-0.02
0.01,-1.31,10.2,-0.07,0.05,-0.01
0.04,-1.29,10.26,-0.07,0.05,-0.01
0.04,-1.3,10.3,-0.05,0.04,-0.01
0.02,-1.32,10.3,-0.05,0.04,-0.01
0.0,-1.29,10.27,-0.04,0.04,-0.01
0.03,-1.3,10.21,-0.06,0.04,-0.01
0.03,-1.32,10.24,-0.05,0.05,-0.01
0.01,-1.29,10.32,-0.07,0.03,-0.01
0.05,-1.2,10.13,0.0,0.02,0.0
0.06,-1.23,10.32,-0.06,0.03,-0.01
0.04,-1.2,10.31,-0.03,0.03,-0.01
0.05,-1.19,10.3,-0.02,0.03,-0.01
0.07,-1.16,10.29,0.0,0.03,0.0
0.1,-1.13,10.29,-0.01,0.03,0.0
0.12,-1.09,10.28,-0.02,0.03,-0.01
0.1,-1.07,10.27,-0.01,0.03,-0.01
0.1,-1.06,10.28,-0.01,0.02,-0.01
0.14,-1.05,10.31,0.0,0.01,-0.01
0.14,-1.05,10.28,0.0,0.02,-0.01
0.12,-1.01,10.3,-0.01,0.02,-0.01
0.12,-0.96,10.31,-0.02,0.02,-0.01
0.16,-0.93,10.29,-0.02,0.02,-0.01
0.14,-0.92,10.3,-0.02,0.02,-0.01
0.17,-0.91,10.27,-0.02,0.02,-0.01
0.18,-0.9,10.32,-0.03,0.02,-0.01
0.17,-0.87,10.33,-0.03,0.02,-0.01
0.17,-0.83,10.32,-0.03,0.02,-0.01
0.21,-0.83,10.3,-0.03,0.02,-0.01
0.23,-0.8,10.3,-0.03,0.02,-0.01
