ax,ay,az,gx,gy,gz
-0.94,-1.98,10.01,-0.06,0.03,-0.01
-0.95,-2.01,10.06,-0.08,0.04,-0.01
-0.98,-2.01,10.1,-0.1,0.05,-0.02
-0.95,-1.96,10.01,-0.03,0.03,0.0
-0.94,-1.96,10.1,-0.05,0.03,0.0
-0.93,-1.9,10.11,-0.08,0.06,-0.01
-0.92,-1.82,9.91,-0.02,0.03,0.01
-0.93,-1.91,10.05,-0.04,0.04,0.0
-0.95,-1.95,10.13,-0.09,0.06,-0.02
-0.97,-1.89,10.09,-0.07,0.04,-0.01
-0.92,-1.89,10.04,-0.04,0.02,0.0
-0.85,-1.86,10.04,-0.05,0.04,0.0
-0.89,-1.82,10.1,-0.07,0.04,-0.01
-0.92,-1.8,10.11,-0.07,0.04,-0.01
-0.94,-1.8,10.09,-0.07,0.04,-0.01
-0.89,-1.81,10.04,-0.06,0.03,-0.01
-0.88,-1.87,10.1,-0.08,0.06,-0.01
-0.87,-1.81,10.04,-0.09,0.04,-0.01
-0.85,-1.75,10.0,-0.04,0.03,0.0
-0.87,-1.82,10.16,-0.11,0.05,-0.02
-0.91,-1.76,10.14,-0.08,0.05,-0.02
-0.91,-1.77,10.13,-0.05,0.04,-0.01
-0.86,-1.75,10.1,-0.05,0.03,0.0
-0.83,-1.76,10.12,-0.07,0.04,-0.01
-0.86,-1.72,10.03,-0.07,0.04,-0.01
-0.84,-1.7,10.08,-0.06,0.03,-0.01
-0.82,-1.7,10.12,-0.06,0.02,-0.01
-0.82,-1.71,10.08,-0.06,0.03,-0.01
-0.81,-1.73,10.14,-0.08,0.04,-0.01
-0.83,-1.72,10.13,-0.08,0.04,-0.01
-0.82,-1.7,10.11,-0.07,0.03,-0.01
-0.83,-1.64,10.08,-0.04,0.03,-0.01
-0.81,-1.63,10.08,-0.05,0.02,-0.01
-0.8,-1.63,10.15,-0.07,0.04,-0.01
-0.82,-1.69,10.18,-0.12,0.05,-0.02
-0.79,-1.64,10.11,-0.09,0.04,-0.01
-0.75,-1.55,9.92,0.03,0.0,0.01
-0.77,-1.7,10.16,-0.11,0.07,-0.01
-0.79,-1.57,10.16,-0.13,0.07,-0.02
-0.77,-1.57,10.02,-0.07,0.05,0.0
-0.82,-1.67,10.21,-0.14,0.07,-0.02
-0.81,-1.62,10.13,-0.14,0.07,-0.02
-0.78,-1.64,10.12,-0.12,0.07,-0.01
-0.76,-1.63,10.07,-0.14,0.07,-0.01
-0.75,-1.63,10.11,-0.16,0.09,-0.02
-0.82,-1.61,10.11,-0.17,0.09,-0.02
-0.82,-1.62,10.14,-0.16,0.08,-0.02
-0.8,-1.68,10.09,-0.15,0.07,-0.02
-0.78,-1.74,10.11,-0.16,0.09,-0.02
-0.84,-1.75,10.14,-0.2,0.1,-0.03
-0.8,-1.65,9.98,-0.12,0.06,-0.01
-0.81,-1.75,10.16,-0.15,0.08,-0.02
-0.85,-1.72,10.18,-0.16,0.08,-0.02
-0.88,-1.75,10.12,-0.14,0.08,-0.02
-0.85,-1.74,10.09,-0.14,0.06,-0.02
-0.86,-1.8,10.14,-0.15,0.07,-0.02
-0.86,-1.79,10.07,-0.14,0.07,-0.01
-0.82,-1.77,10.1,-0.13,0.07,-0.01
-0.84,-1.78,10.07,-0.14,0.07,-0.01
-0.84,-1.82,10.11,-0.14,0.07,-0.01
-0.83,-1.81,10.09,-0.14,0.08,-0.02
-0.85,-1.81,10.12,-0.15,0.08,-0.02
-0.91,-1.85,10.06,-0.15,0.08,-0.02
-0.89,-1.85,10.05,-0.14,0.08,-0.02
-0.89,-1.81,10.04,-0.13,0.08,-0.01
-0.9,-1.83,10.07,-0.14,0.08,-0.01
-0.9,-1.9,10.2,-0.17,0.08,-0.02
-0.89,-1.84,10.07,-0.12,0.05,-0.02
-0.88,-1.81,9.92,-0.05,0.04,0.0
-0.9,-1.91,10.11,-0.15,0.09,-0.02
-0.92,-1.8,10.05,-0.13,0.08,-0.01
-0.89,-1.84,9.98,-0.08,0.06,0.0
-0.91,-1.93,10.14,-0.16,0.08,-0.02
-0.96,-1.91,10.1,-0.15,0.07,-0.02
-0.94,-1.89,10.08,-0.12,0.06,-0.01
-0.88,-1.88,10.03,-0.14,0.08,-0.01
-0.91,-1.92,10.05,-0.16,0.09,-0.01
-0.96,-1.9,10.08,-0.15,0.09,-0.02
-0.94,-1.9,10.07,-0.14,0.07,-0.01
-0.92,-1.92,10.04,-0.13,0.07,-0.01
-0.93,-1.96,10.01,-0.14,0.09,-0.01
-0.95,-2.0,10.13,-0.19,0.09,-0.02
-0.92,-1.92,9.93,-0.09,0.05,0.0
-0.94,-2.0,10.07,-0.14,0.08,-0.01
-0.98,-1.96,10.1,-0.13,0.08,-0.02
-1.01,-1.97,10.07,-0.12,0.07,-0.02
-0.98,-2.0,10.04,-0.12,0.07,-0.01
-0.97,-2.02,10.07,-0.13,0.06,-0.01
-0.96,-1.98,10.0,-0.11,0.06,-0.01
-0.98,-1.94,10.0,-0.11,0.07,-0.01
-0.96,-1.99,10.03,-0.12,0.06,-0.01
