ax,ay,az,gx,gy,gz
-0.04,-1.31,10.22,-0.1,0.05,-0.01
-0.07,-1.3,10.25,-0.1,0.05,-0.01
-0.02,-1.33,10.26,-0.1,0.05,-0.01
-0.02,-1.34,10.26,-0.1,0.05,-0.01
-0.04,-1.33,10.24,-0.1,0.05,-0.01
-0.01,-1.32,10.23,-0.1,0.05,-0.01
0.0,-1.31,10.24,-0.11,0.05,-0.01
-0.02,-1.33,10.27,-0.11,0.06,-0.02
-0.02,-1.32,10.25,-0.1,0.05,-0.02
0.0,-1.29,10.24,-0.11,0.06,-0.01
-0.01,-1.3,10.22,-0.11,0.08,-0.01
-0.01,-1.31,10.24,-0.11,0.08,-0.01
-0.03,-1.32,10.29,-0.14,0.09,-0.02
-0.03,-1.32,10.25,-0.12,0.07,-0.01
0.0,-1.26,10.06,-0.01,0.03,0.0
-0.07,-1.33,10.36,-0.14,0.08,-0.02
-0.02,-1.29,10.32,-0.13,0.08,-0.02
-0.05,-1.27,10.04,-0.07,0.06,0.0
-0.05,-1.32,10.33,-0.16,0.08,-0.02
-0.04,-1.4,10.38,-0.14,0.07,-0.01
-0.05,-1.33,10.2,-0.09,0.05,-0.01
-0.06,-1.29,10.16,-0.11,0.08,-0.01
-0.03,-1.3,10.29,-0.15,0.1,-0.01
-0.05,-1.3,10.32,-0.14,0.08,-0.02
-0.11,-1.31,10.25,-0.12,0.07,-0.02
-0.07,-1.33,10.21,-0.11,0.06,-0.01
-0.06,-1.34,10.23,-0.12,0.06,-0.01
-0.08,-1.37,10.39,-0.15,0.07,-0.02
-0.03,-1.35,10.14,-0.07,0.03,-0.01
-0.04,-1.32,10.18,-0.08,0.04,-0.02
-0.02,-1.37,10.33,-0.12,0.05,-0.02
-0.07,-1.35,10.29,-0.09,0.04,-0.01
-0.11,-1.35,10.21,-0.09,0.05,-0.01
-0.06,-1.32,10.24,-0.11,0.06,-0.01
0.01,-1.32,10.27,-0.11,0.05,-0.01
