ax,ay,az,gx,gy,gz
0.0,-1.29,10.28,-0.04,0.02,0.0
0.0,-1.26,10.26,-0.04,0.02,0.0
0.01,-1.25,10.25,-0.05,0.03,0.0
0.01,-1.25,10.27,-0.05,0.03,-0.01
0.01,-1.22,10.3,-0.05,0.02,-0.01
0.03,-1.18,10.3,-0.04,0.02,-0.01
0.05,-1.21,10.24,-0.03,0.02,-0.01
0.04,-1.2,10.27,-0.04,0.03,-0.01
0.04,-1.18,10.39,-0.08,0.03,-0.01
0.03,-1.12,10.22,-0.02,0.01,-0.01
0.08,-1.07,10.23,0.01,0.01,-0.01
0.1,-1.14,10.28,-0.06,0.05,-0.01
0.05,-1.09,10.19,-0.02,0.04,0.0
0.01,-1.0,10.24,-0.05,0.04,-0.01
0.11,-1.18,10.45,-0.09,0.02,-0.02
0.13,-1.06,10.32,-0.02,0.01,0.0
0.09,-1.01,10.21,-0.02,0.02,0.0
-0.04,-0.85,10.3,-0.08,0.06,-0.05
0.1,-1.16,10.33,-0.09,0.05,-0.05
-0.06,-1.12,10.32,-0.06,0.07,-0.05
0.23,-0.89,10.29,-0.06,0.02,-0.02
0.46,-0.86,10.41,-0.1,0.01,0.02
-0.1,-0.64,10.35,-0.09,0.09,-0.02
0.11,-1.1,10.25,-0.1,0.05,-0.02
0.11,-0.94,10.12,-0.06,0.03,-0.01
0.17,-0.96,10.4,-0.14,0.06,-0.01
0.17,-0.98,10.34,-0.08,0.05,-0.02
0.1,-1.0,10.33,-0.08,0.05,-0.02
0.09,-0.98,10.28,-0.11,0.06,-0.01
0.18,-0.94,10.32,-0.13,0.06,-0.01
0.23,-0.95,10.26,-0.11,0.06,-0.01
0.19,-0.96,10.27,-0.12,0.07,-0.01
0.14,-0.96,10.3,-0.13,0.07,-0.02
0.11,-0.97,10.25,-0.13,0.06,-0.02
0.1,-1.01,10.31,-0.15,0.07,-0.02
0.1,-1.01,10.32,-0.17,0.08,-0.02
0.12,-1.02,10.31,-0.16,0.08,-0.01
0.11,-1.03,10.29,-0.16,0.07,-0.02
0.11,-1.06,10.26,-0.16,0.07,-0.02
0.14,-1.04,10.28,-0.16,0.08,-0.02
0.14,-1.07,10.35,-0.19,0.09,-0.02
0.18,-1.1,10.34,-0.18,0.08,-0.01
0.18,-1.07,10.06,-0.03,0.04,0.0
0.37,-1.1,10.41,-0.19,0.01,0.08
-0.13,-1.06,10.41,-0.36,0.2,-0.04
-0.27,-1.11,10.2,-0.09,0.12,0.02
-0.3,-1.22,10.47,-0.12,0.05,0.0
0.05,-1.07,10.33,-0.08,0.06,-0.09
0.68,-0.6,10.19,-0.13,0.05,-0.05
-0.06,-1.58,10.12,-0.21,0.14,-0.04
0.09,-1.26,10.23,-0.26,0.16,-0.05
0.06,-1.16,10.35,-0.21,0.15,-0.02
0.04,-1.26,10.26,-0.19,0.14,-0.01
0.01,-1.33,10.25,-0.2,0.14,-0.01
-0.03,-1.27,10.24,-0.2,0.12,0.01
-0.17,-1.37,10.4,-0.25,0.14,-0.02
-0.13,-1.29,10.15,-0.15,0.1,-0.01
-0.03,-1.47,10.2,-0.17,0.11,-0.01
-0.19,-1.44,10.24,-0.17,0.13,-0.03
-0.13,-1.28,10.34,-0.17,0.11,-0.02
-0.08,-1.44,10.21,-0.18,0.12,-0.01
-0.13,-1.42,10.16,-0.25,0.15,-0.02
-0.19,-1.51,10.3,-0.2,0.12,-0.01
-0.11,-1.33,10.27,-0.16,0.09,-0.01
-0.18,-1.59,10.16,-0.13,0.11,-0.03
-0.14,-1.57,10.26,-0.15,0.08,-0.02
-0.15,-1.51,10.27,-0.12,0.07,0.01
-0.21,-1.53,10.2,-0.17,0.09,0.0
-0.23,-1.46,10.23,-0.17,0.1,0.0
-0.28,-1.53,10.19,-0.16,0.11,-0.01
-0.24,-1.57,10.22,-0.14,0.09,-0.01
-0.2,-1.55,10.19,-0.13,0.09,-0.01
-0.2,-1.52,10.16,-0.15,0.1,-0.03
-0.25,-1.58,10.27,-0.19,0.11,-0.03
-0.26,-1.63,10.22,-0.18,0.09,-0.02
-0.3,-1.58,10.02,-0.05,0.06,0.0
-0.34,-1.69,10.31,-0.15,0.09,0.0
-0.28,-1.58,10.26,-0.14,0.08,0.0
-0.33,-1.58,10.03,-0.08,0.07,0.0
-0.34,-1.68,10.28,-0.12,0.08,-0.01
-0.34,-1.69,10.26,-0.12,0.06,-0.01
-0.33,-1.63,10.19,-0.09,0.05,0.0
-0.28,-1.59,10.09,-0.11,0.07,0.0
-0.24,-1.56,10.21,-0.14,0.08,0.0
-0.27,-1.63,10.23,-0.14,0.08,0.0
-0.3,-1.62,10.21,-0.13,0.07,0.0
-0.33,-1.6,10.17,-0.13,0.06,0.0
-0.31,-1.65,10.18,-0.11,0.06,0.0
-0.33,-1.61,10.31,-0.13,0.06,0.01
-0.29,-1.67,10.06,-0.04,0.02,0.0
-0.28,-1.6,10.16,-0.1,0.05,-0.02
-0.32,-1.62,10.25,-0.09,0.05,-0.02
-0.35,-1.63,10.22,-0.06,0.04,-0.01
-0.38,-1.63,10.23,-0.06,0.03,-0.01
-0.34,-1.58,10.24,-0.05,0.03,0.0
-0.28,-1.6,10.17,-0.05,0.03,0.0
-0.23,-1.55,10.16,-0.05,0.03,-0.01
-0.27,-1.55,10.16,-0.05,0.03,-0.01
-0.25,-1.52,10.22,-0.05,0.03,0.0
-0.27,-1.52,10.22,-0.04,0.02,0.0
-0.23,-1.5,10.25,-0.04,0.02,0.0
-0.2,-1.5,10.19,-0.05,0.03,0.0
-0.26,-1.48,10.22,-0.06,0.03,-0.01
-0.24,-1.45,10.25,-0.06,0.03,0.0
-0.22,-1.47,10.22,-0.04,0.02,0.0
-0.2,-1.4,10.2,-0.03,0.02,-0.01
-0.23,-1.46,10.3,-0.08,0.04,-0.01
-0.23,-1.4,10.25,-0.05,0.02,-0.01
-0.17,-1.31,10.02,0.07,0.0,0.0
-0.16,-1.42,10.24,-0.06,0.05,-0.01
-0.18,-1.31,10.28,-0.08,0.06,-0.01
-0.18,-1.31,10.12,-0.02,0.03,0.0
-0.16,-1.37,10.36,-0.07,0.03,-0.02
-0.2,-1.34,10.31,-0.04,0.02,-0.01
-0.19,-1.31,10.2,-0.01,0.02,0.0
-0.12,-1.25,10.21,-0.03,0.02,0.0
-0.07,-1.23,10.28,-0.05,0.03,-0.01
-0.11,-1.22,10.31,-0.05,0.04,-0.01
-0.16,-1.2,10.26,-0.05,0.04,-0.01
-0.12,-1.19,10.26,-0.04,0.03,0.0
-0.08,-1.2,10.26,-0.06,0.05,-0.01
-0.1,-1.22,10.33,-0.11,0.06,-0.01
-0.11,-1.13,10.11,-0.03,0.03,-0.01
-0.06,-1.18,10.31,-0.09,0.04,-0.01
-0.11,-1.18,10.32,-0.08,0.04,-0.01
-0.12,-1.17,10.32,-0.06,0.04,-0.01
-0.11,-1.13,10.28,-0.07,0.03,-0.01
-0.09,-1.11,10.28,-0.07,0.04,-0.01
-0.04,-1.11,10.27,-0.07,0.04,-0.01
-0.04,-1.07,10.25,-0.08,0.04,-0.01
-0.06,-1.09,10.25,-0.07,0.04,-0.01
-0.03,-1.08,10.3,-0.07,0.04,-0.01
