ax,ay,az,gx,gy,gz
-1.07,-1.8,10.11,-0.07,0.04,-0.01
-1.02,-1.79,10.02,-0.05,0.03,0.0
-0.94,-1.74,10.05,-0.06,0.04,0.0
-0.96,-1.74,10.1,-0.08,0.05,-0.01
-1.0,-1.71,10.1,-0.09,0.06,-0.01
-1.0,-1.74,10.09,-0.09,0.04,-0.01
-0.99,-1.77,10.05,-0.08,0.04,-0.01
-1.0,-1.79,10.13,-0.11,0.07,-0.02
-0.98,-1.71,10.0,-0.08,0.04,-0.01
-0.95,-1.72,10.02,-0.07,0.04,0.0
-1.01,-1.76,10.15,-0.12,0.06,-0.02
-1.03,-1.69,10.12,-0.09,0.05,-0.01
-1.02,-1.72,10.1,-0.08,0.04,-0.01
-0.98,-1.73,10.08,-0.09,0.04,-0.01
-0.98,-1.74,10.1,-0.1,0.05,-0.01
-0.98,-1.67,10.07,-0.08,0.05,-0.01
-0.96,-1.66,10.08,-0.08,0.04,-0.01
-0.93,-1.69,10.06,-0.08,0.04,-0.01
-0.95,-1.71,10.1,-0.1,0.05,-0.02
-0.97,-1.71,10.07,-0.11,0.05,-0.02
-0.95,-1.7,10.1,-0.11,0.05,-0.02
-0.98,-1.67,10.07,-0.09,0.04,-0.01
-0.95,-1.68,10.09,-0.11,0.05,-0.01
-0.95,-1.69,10.12,-0.14,0.07,-0.02
-0.93,-1.63,10.01,-0.08,0.04,-0.01
-0.94,-1.7,10.11,-0.12,0.06,-0.02
-0.94,-1.66,10.11,-0.16,0.09,-0.02
-1.0,-1.66,9.97,-0.11,0.07,0.0
-0.95,-1.73,10.08,-0.13,0.06,-0.01
-0.99,-1.77,10.18,-0.17,0.08,-0.02
-0.99,-1.71,10.13,-0.14,0.07,-0.02
-0.98,-1.71,10.05,-0.13,0.07,-0.01
-0.93,-1.72,10.06,-0.16,0.08,-0.01
-0.97,-1.71,10.07,-0.17,0.09,-0.02
-1.03,-1.73,10.09,-0.17,0.09,-0.02
-1.0,-1.8,10.07,-0.16,0.08,-0.02
-0.99,-1.81,10.05,-0.16,0.08,-0.01
-1.02,-1.87,10.18,-0.2,0.1,-0.03
-0.99,-1.74,9.98,-0.13,0.06,-0.01
-0.98,-1.84,10.0,-0.12,0.06,-0.01
-1.03,-1.86,10.1,-0.17,0.09,-0.02
-1.06,-1.83,10.1,-0.15,0.08,-0.02
-1.05,-1.86,10.07,-0.14,0.07,-0.02
-1.01,-1.88,10.04,-0.15,0.07,-0.01
-1.02,-1.91,10.04,-0.15,0.07,-0.01
-1.05,-1.9,10.03,-0.14,0.07,-0.01
-1.02,-1.88,10.04,-0.13,0.06,-0.01
-1.01,-1.89,10.02,-0.13,0.06,-0.01
-1.04,-1.9,10.04,-0.14,0.07,-0.02
-1.02,-1.93,10.02,-0.14,0.07,-0.02
-1.05,-1.94,10.03,-0.14,0.07,-0.02
-1.06,-1.94,10.06,-0.14,0.07,-0.02
-1.05,-1.92,10.03,-0.13,0.06,-0.01
-1.05,-1.92,10.02,-0.13,0.07,-0.01
-1.08,-1.98,10.08,-0.16,0.09,-0.02
-1.08,-1.93,10.05,-0.14,0.07,-0.02
-1.04,-1.9,9.89,-0.05,0.03,0.0
-1.08,-2.02,10.05,-0.15,0.09,-0.02
-1.11,-1.88,10.05,-0.13,0.08,-0.01
-1.04,-1.92,9.9,-0.07,0.05,0.01
-1.07,-2.03,10.07,-0.14,0.08,-0.01
-1.12,-1.98,10.09,-0.14,0.08,-0.02
-1.11,-1.97,10.04,-0.12,0.07,-0.01
-1.03,-1.97,9.99,-0.13,0.07,0.0
-1.06,-1.99,10.03,-0.14,0.08,-0.01
-1.13,-1.98,10.06,-0.14,0.08,-0.02
-1.12,-1.96,10.05,-0.13,0.07,-0.01
-1.09,-2.0,10.03,-0.13,0.07,-0.01
-1.08,-2.04,9.98,-0.13,0.08,-0.01
-1.13,-2.07,10.09,-0.16,0.08,-0.02
-1.1,-1.97,9.93,-0.09,0.04,-0.01
-1.12,-2.05,10.02,-0.13,0.07,-0.01
-1.13,-1.99,10.03,-0.12,0.07,-0.02
-1.14,-2.04,10.06,-0.12,0.07,-0.02
-1.13,-2.04,9.99,-0.12,0.06,-0.01
-1.13,-2.06,10.03,-0.13,0.06,-0.01
-1.13,-2.03,9.98,-0.11,0.06,-0.01
-1.12,-1.99,9.94,-0.1,0.05,-0.01
-1.09,-2.01,9.98,-0.11,0.05,-0.01
-1.09,-2.05,9.99,-0.11,0.06,-0.01
-1.09,-2.03,9.99,-0.11,0.06,-0.02
-1.13,-2.06,10.01,-0.12,0.06,-0.02
-1.13,-2.04,9.99,-0.12,0.06,-0.01
-1.13,-2.03,10.03,-0.12,0.06,-0.01
-1.11,-2.04,9.97,-0.1,0.05,-0.01
-1.13,-2.04,9.98,-0.11,0.06,-0.02
-1.15,-2.04,10.06,-0.13,0.08,-0.02
-1.11,-2.03,9.93,-0.08,0.05,-0.01
-1.12,-2.1,10.0,-0.11,0.05,-0.01
-1.11,-2.04,10.07,-0.13,0.08,-0.02
-1.13,-1.96,9.9,-0.06,0.05,0.0
-1.11,-2.05,9.93,-0.07,0.05,0.0
-1.11,-2.08,10.04,-0.12,0.07,-0.02
-1.16,-2.03,10.01,-0.12,0.06,-0.02
-1.12,-2.05,9.97,-0.11,0.05,-0.01
